,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
1607,2015,2.6,SH.STA.SUIC.P5,KWT,Kuwait,Middle East & North Africa,High income,Not classified
1608,2016,2.6,SH.STA.SUIC.P5,KWT,Kuwait,Middle East & North Africa,High income,Not classified
1609,2017,2.7,SH.STA.SUIC.P5,KWT,Kuwait,Middle East & North Africa,High income,Not classified
1610,2018,2.8,SH.STA.SUIC.P5,KWT,Kuwait,Middle East & North Africa,High income,Not classified
1611,2019,2.9,SH.STA.SUIC.P5,KWT,Kuwait,Middle East & North Africa,High income,Not classified
1612,2015,9.9,SH.STA.SUIC.P5,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
1613,2016,8.6,SH.STA.SUIC.P5,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
1614,2017,8.3,SH.STA.SUIC.P5,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
1615,2018,8.0,SH.STA.SUIC.P5,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
1616,2019,7.4,SH.STA.SUIC.P5,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
1617,2015,5.6,SH.STA.SUIC.P5,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
1618,2016,5.6,SH.STA.SUIC.P5,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
1619,2017,5.6,SH.STA.SUIC.P5,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
1620,2018,5.6,SH.STA.SUIC.P5,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
1621,2019,5.4,SH.STA.SUIC.P5,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
1622,2015,21.6,SH.STA.SUIC.P5,LVA,Latvia,Europe & Central Asia,High income,Not classified
1623,2016,21.3,SH.STA.SUIC.P5,LVA,Latvia,Europe & Central Asia,High income,Not classified
1624,2017,21.4,SH.STA.SUIC.P5,LVA,Latvia,Europe & Central Asia,High income,Not classified
1625,2018,18.1,SH.STA.SUIC.P5,LVA,Latvia,Europe & Central Asia,High income,Not classified
1626,2019,20.1,SH.STA.SUIC.P5,LVA,Latvia,Europe & Central Asia,High income,Not classified
1627,2015,2.8,SH.STA.SUIC.P5,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD
1628,2016,2.7,SH.STA.SUIC.P5,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD
1629,2017,3.0,SH.STA.SUIC.P5,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD
1630,2018,2.5,SH.STA.SUIC.P5,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD
1631,2019,2.8,SH.STA.SUIC.P5,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD
1632,2015,92.4,SH.STA.SUIC.P5,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
1633,2016,87.0,SH.STA.SUIC.P5,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
1634,2017,78.3,SH.STA.SUIC.P5,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
1635,2018,76.6,SH.STA.SUIC.P5,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
1636,2019,72.4,SH.STA.SUIC.P5,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
1637,2015,4.5,SH.STA.SUIC.P5,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
1638,2016,4.5,SH.STA.SUIC.P5,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
1639,2017,4.5,SH.STA.SUIC.P5,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
1640,2018,4.4,SH.STA.SUIC.P5,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
1641,2019,4.5,SH.STA.SUIC.P5,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
1642,2015,5.6,SH.STA.SUIC.P5,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
1643,2016,5.0,SH.STA.SUIC.P5,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
1644,2017,5.5,SH.STA.SUIC.P5,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
1645,2018,5.8,SH.STA.SUIC.P5,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
1646,2019,4.5,SH.STA.SUIC.P5,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
1647,2015,34.9,SH.STA.SUIC.P5,LTU,Lithuania,Europe & Central Asia,High income,Not classified
1648,2016,32.8,SH.STA.SUIC.P5,LTU,Lithuania,Europe & Central Asia,High income,Not classified
1649,2017,29.7,SH.STA.SUIC.P5,LTU,Lithuania,Europe & Central Asia,High income,Not classified
1650,2018,27.4,SH.STA.SUIC.P5,LTU,Lithuania,Europe & Central Asia,High income,Not classified
1651,2019,26.1,SH.STA.SUIC.P5,LTU,Lithuania,Europe & Central Asia,High income,Not classified
1652,2015,12.2,SH.STA.SUIC.P5,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
1653,2016,10.2,SH.STA.SUIC.P5,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
1654,2017,9.8,SH.STA.SUIC.P5,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
1655,2018,10.6,SH.STA.SUIC.P5,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
1656,2019,11.3,SH.STA.SUIC.P5,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
1657,2015,5.5,SH.STA.SUIC.P5,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
1658,2016,5.5,SH.STA.SUIC.P5,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
1659,2017,5.5,SH.STA.SUIC.P5,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
1660,2018,5.5,SH.STA.SUIC.P5,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
1661,2019,5.5,SH.STA.SUIC.P5,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
1662,2015,6.2,SH.STA.SUIC.P5,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
1663,2016,6.1,SH.STA.SUIC.P5,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
1664,2017,5.9,SH.STA.SUIC.P5,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
1665,2018,5.6,SH.STA.SUIC.P5,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
1666,2019,5.4,SH.STA.SUIC.P5,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
1667,2015,4.8,SH.STA.SUIC.P5,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
1668,2016,5.1,SH.STA.SUIC.P5,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
1669,2017,5.4,SH.STA.SUIC.P5,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
1670,2018,5.4,SH.STA.SUIC.P5,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
1671,2019,5.7,SH.STA.SUIC.P5,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
1672,2015,2.8,SH.STA.SUIC.P5,MDV,Maldives,South Asia,Upper middle income,IDA
1673,2016,3.1,SH.STA.SUIC.P5,MDV,Maldives,South Asia,Upper middle income,IDA
1674,2017,3.1,SH.STA.SUIC.P5,MDV,Maldives,South Asia,Upper middle income,IDA
1675,2018,2.9,SH.STA.SUIC.P5,MDV,Maldives,South Asia,Upper middle income,IDA
1676,2019,2.7,SH.STA.SUIC.P5,MDV,Maldives,South Asia,Upper middle income,IDA
1677,2015,4.3,SH.STA.SUIC.P5,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
1678,2016,4.2,SH.STA.SUIC.P5,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
1679,2017,4.1,SH.STA.SUIC.P5,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
1680,2018,4.1,SH.STA.SUIC.P5,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
1681,2019,4.1,SH.STA.SUIC.P5,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
1682,2015,7.2,SH.STA.SUIC.P5,MLT,Malta,Middle East & North Africa,High income,Not classified
1683,2016,5.8,SH.STA.SUIC.P5,MLT,Malta,Middle East & North Africa,High income,Not classified
1684,2017,5.5,SH.STA.SUIC.P5,MLT,Malta,Middle East & North Africa,High income,Not classified
1685,2018,6.0,SH.STA.SUIC.P5,MLT,Malta,Middle East & North Africa,High income,Not classified
1686,2019,6.1,SH.STA.SUIC.P5,MLT,Malta,Middle East & North Africa,High income,Not classified
1687,2015,3.0,SH.STA.SUIC.P5,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
1688,2016,3.0,SH.STA.SUIC.P5,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
1689,2017,3.1,SH.STA.SUIC.P5,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
1690,2018,3.1,SH.STA.SUIC.P5,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
1691,2019,3.1,SH.STA.SUIC.P5,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
1692,2015,7.9,SH.STA.SUIC.P5,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
1693,2016,8.1,SH.STA.SUIC.P5,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
1694,2017,9.6,SH.STA.SUIC.P5,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
1695,2018,8.7,SH.STA.SUIC.P5,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
1696,2019,9.5,SH.STA.SUIC.P5,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
1697,2015,5.6,SH.STA.SUIC.P5,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
1698,2016,5.6,SH.STA.SUIC.P5,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
1699,2017,5.9,SH.STA.SUIC.P5,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
1700,2018,5.4,SH.STA.SUIC.P5,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
1701,2019,5.3,SH.STA.SUIC.P5,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
1702,2015,27.0,SH.STA.SUIC.P5,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
1703,2016,27.0,SH.STA.SUIC.P5,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
1704,2017,27.7,SH.STA.SUIC.P5,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
1705,2018,28.2,SH.STA.SUIC.P5,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
1706,2019,28.2,SH.STA.SUIC.P5,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
1707,2015,16.2,SH.STA.SUIC.P5,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
1708,2016,15.9,SH.STA.SUIC.P5,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
1709,2017,14.9,SH.STA.SUIC.P5,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
1710,2018,14.4,SH.STA.SUIC.P5,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
1711,2019,14.7,SH.STA.SUIC.P5,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
1712,2015,20.0,SH.STA.SUIC.P5,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
1713,2016,20.1,SH.STA.SUIC.P5,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
1714,2017,19.2,SH.STA.SUIC.P5,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
1715,2018,18.6,SH.STA.SUIC.P5,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
1716,2019,17.9,SH.STA.SUIC.P5,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
1717,2015,20.7,SH.STA.SUIC.P5,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
1718,2016,20.8,SH.STA.SUIC.P5,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
1719,2017,21.1,SH.STA.SUIC.P5,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
1720,2018,21.2,SH.STA.SUIC.P5,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
1721,2019,21.0,SH.STA.SUIC.P5,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
1722,2015,7.4,SH.STA.SUIC.P5,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
1723,2016,7.2,SH.STA.SUIC.P5,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
1724,2017,7.1,SH.STA.SUIC.P5,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
1725,2018,7.2,SH.STA.SUIC.P5,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
1726,2019,7.2,SH.STA.SUIC.P5,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
1727,2015,13.9,SH.STA.SUIC.P5,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
1728,2016,13.6,SH.STA.SUIC.P5,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
1729,2017,13.4,SH.STA.SUIC.P5,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
1730,2018,13.5,SH.STA.SUIC.P5,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
1731,2019,13.6,SH.STA.SUIC.P5,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
1732,2015,3.2,SH.STA.SUIC.P5,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
1733,2016,3.2,SH.STA.SUIC.P5,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
1734,2017,3.0,SH.STA.SUIC.P5,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
1735,2018,2.9,SH.STA.SUIC.P5,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
1736,2019,2.9,SH.STA.SUIC.P5,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
1737,2015,11.6,SH.STA.SUIC.P5,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
1738,2016,10.7,SH.STA.SUIC.P5,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
1739,2017,10.9,SH.STA.SUIC.P5,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
1740,2018,9.9,SH.STA.SUIC.P5,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
1741,2019,9.7,SH.STA.SUIC.P5,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
1742,2015,8.5,SH.STA.SUIC.P5,NPL,Nepal,South Asia,Lower middle income,IDA
1743,2016,8.5,SH.STA.SUIC.P5,NPL,Nepal,South Asia,Lower middle income,IDA
1744,2017,8.7,SH.STA.SUIC.P5,NPL,Nepal,South Asia,Lower middle income,IDA
1745,2018,8.8,SH.STA.SUIC.P5,NPL,Nepal,South Asia,Lower middle income,IDA
1746,2019,9.0,SH.STA.SUIC.P5,NPL,Nepal,South Asia,Lower middle income,IDA
1747,2015,11.8,SH.STA.SUIC.P5,NLD,Netherlands,Europe & Central Asia,High income,Not classified
1748,2016,11.9,SH.STA.SUIC.P5,NLD,Netherlands,Europe & Central Asia,High income,Not classified
1749,2017,12.1,SH.STA.SUIC.P5,NLD,Netherlands,Europe & Central Asia,High income,Not classified
1750,2018,11.4,SH.STA.SUIC.P5,NLD,Netherlands,Europe & Central Asia,High income,Not classified
1751,2019,11.8,SH.STA.SUIC.P5,NLD,Netherlands,Europe & Central Asia,High income,Not classified
1752,2015,11.7,SH.STA.SUIC.P5,NZL,New Zealand,East Asia & Pacific,High income,Not classified
1753,2016,12.2,SH.STA.SUIC.P5,NZL,New Zealand,East Asia & Pacific,High income,Not classified
1754,2017,12.7,SH.STA.SUIC.P5,NZL,New Zealand,East Asia & Pacific,High income,Not classified
1755,2018,11.4,SH.STA.SUIC.P5,NZL,New Zealand,East Asia & Pacific,High income,Not classified
1756,2019,11.0,SH.STA.SUIC.P5,NZL,New Zealand,East Asia & Pacific,High income,Not classified
1757,2015,4.2,SH.STA.SUIC.P5,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
1758,2016,4.4,SH.STA.SUIC.P5,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
1759,2017,4.4,SH.STA.SUIC.P5,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
1760,2018,4.5,SH.STA.SUIC.P5,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
1761,2019,4.4,SH.STA.SUIC.P5,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
1762,2015,5.4,SH.STA.SUIC.P5,NER,Niger,Sub-Saharan Africa ,Low income,IDA
1763,2016,5.3,SH.STA.SUIC.P5,NER,Niger,Sub-Saharan Africa ,Low income,IDA
1764,2017,5.3,SH.STA.SUIC.P5,NER,Niger,Sub-Saharan Africa ,Low income,IDA
1765,2018,5.3,SH.STA.SUIC.P5,NER,Niger,Sub-Saharan Africa ,Low income,IDA
1766,2019,5.3,SH.STA.SUIC.P5,NER,Niger,Sub-Saharan Africa ,Low income,IDA
1767,2015,3.7,SH.STA.SUIC.P5,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
1768,2016,3.7,SH.STA.SUIC.P5,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
1769,2017,3.6,SH.STA.SUIC.P5,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
1770,2018,3.5,SH.STA.SUIC.P5,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
1771,2019,3.5,SH.STA.SUIC.P5,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
1772,2015,9.2,SH.STA.SUIC.P5,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
1773,2016,9.3,SH.STA.SUIC.P5,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
1774,2017,9.3,SH.STA.SUIC.P5,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
1775,2018,9.4,SH.STA.SUIC.P5,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
1776,2019,9.4,SH.STA.SUIC.P5,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
1777,2015,12.5,SH.STA.SUIC.P5,NOR,Norway,Europe & Central Asia,High income,Not classified
1778,2016,12.6,SH.STA.SUIC.P5,NOR,Norway,Europe & Central Asia,High income,Not classified
1779,2017,12.1,SH.STA.SUIC.P5,NOR,Norway,Europe & Central Asia,High income,Not classified
1780,2018,12.0,SH.STA.SUIC.P5,NOR,Norway,Europe & Central Asia,High income,Not classified
1781,2019,11.8,SH.STA.SUIC.P5,NOR,Norway,Europe & Central Asia,High income,Not classified
1782,2015,5.0,SH.STA.SUIC.P5,OMN,Oman,Middle East & North Africa,High income,Not classified
1783,2016,4.7,SH.STA.SUIC.P5,OMN,Oman,Middle East & North Africa,High income,Not classified
1784,2017,4.7,SH.STA.SUIC.P5,OMN,Oman,Middle East & North Africa,High income,Not classified
1785,2018,4.7,SH.STA.SUIC.P5,OMN,Oman,Middle East & North Africa,High income,Not classified
1786,2019,4.9,SH.STA.SUIC.P5,OMN,Oman,Middle East & North Africa,High income,Not classified
1787,2015,9.0,SH.STA.SUIC.P5,PAK,Pakistan,South Asia,Lower middle income,Blend
1788,2016,9.1,SH.STA.SUIC.P5,PAK,Pakistan,South Asia,Lower middle income,Blend
1789,2017,9.1,SH.STA.SUIC.P5,PAK,Pakistan,South Asia,Lower middle income,Blend
1790,2018,8.9,SH.STA.SUIC.P5,PAK,Pakistan,South Asia,Lower middle income,Blend
1791,2019,8.9,SH.STA.SUIC.P5,PAK,Pakistan,South Asia,Lower middle income,Blend
1792,2015,2.9,SH.STA.SUIC.P5,PAN,Panama,Latin America & Caribbean ,High income,IBRD
1793,2016,3.3,SH.STA.SUIC.P5,PAN,Panama,Latin America & Caribbean ,High income,IBRD
1794,2017,3.2,SH.STA.SUIC.P5,PAN,Panama,Latin America & Caribbean ,High income,IBRD
1795,2018,2.9,SH.STA.SUIC.P5,PAN,Panama,Latin America & Caribbean ,High income,IBRD
1796,2019,2.9,SH.STA.SUIC.P5,PAN,Panama,Latin America & Caribbean ,High income,IBRD
1797,2015,3.0,SH.STA.SUIC.P5,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
1798,2016,3.0,SH.STA.SUIC.P5,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
1799,2017,2.8,SH.STA.SUIC.P5,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
1800,2018,2.9,SH.STA.SUIC.P5,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
1801,2019,3.0,SH.STA.SUIC.P5,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
1802,2015,5.7,SH.STA.SUIC.P5,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
1803,2016,5.3,SH.STA.SUIC.P5,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
1804,2017,6.1,SH.STA.SUIC.P5,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
1805,2018,6.0,SH.STA.SUIC.P5,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
1806,2019,6.0,SH.STA.SUIC.P5,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
1807,2015,2.7,SH.STA.SUIC.P5,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
1808,2016,2.6,SH.STA.SUIC.P5,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
1809,2017,2.7,SH.STA.SUIC.P5,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
1810,2018,2.8,SH.STA.SUIC.P5,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
1811,2019,2.8,SH.STA.SUIC.P5,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
1812,2015,2.3,SH.STA.SUIC.P5,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
1813,2016,2.2,SH.STA.SUIC.P5,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
1814,2017,2.2,SH.STA.SUIC.P5,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
1815,2018,2.2,SH.STA.SUIC.P5,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
1816,2019,2.2,SH.STA.SUIC.P5,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
1817,2015,15.9,SH.STA.SUIC.P5,POL,Poland,Europe & Central Asia,High income,IBRD
1818,2016,13.8,SH.STA.SUIC.P5,POL,Poland,Europe & Central Asia,High income,IBRD
1819,2017,13.3,SH.STA.SUIC.P5,POL,Poland,Europe & Central Asia,High income,IBRD
1820,2018,12.7,SH.STA.SUIC.P5,POL,Poland,Europe & Central Asia,High income,IBRD
1821,2019,11.3,SH.STA.SUIC.P5,POL,Poland,Europe & Central Asia,High income,IBRD
1822,2015,13.2,SH.STA.SUIC.P5,PRT,Portugal,Europe & Central Asia,High income,Not classified
1823,2016,11.4,SH.STA.SUIC.P5,PRT,Portugal,Europe & Central Asia,High income,Not classified
1824,2017,12.0,SH.STA.SUIC.P5,PRT,Portugal,Europe & Central Asia,High income,Not classified
1825,2018,11.7,SH.STA.SUIC.P5,PRT,Portugal,Europe & Central Asia,High income,Not classified
1826,2019,11.5,SH.STA.SUIC.P5,PRT,Portugal,Europe & Central Asia,High income,Not classified
1827,2015,6.1,SH.STA.SUIC.P5,QAT,Qatar,Middle East & North Africa,High income,Not classified
1828,2016,6.1,SH.STA.SUIC.P5,QAT,Qatar,Middle East & North Africa,High income,Not classified
1829,2017,5.8,SH.STA.SUIC.P5,QAT,Qatar,Middle East & North Africa,High income,Not classified
1830,2018,5.8,SH.STA.SUIC.P5,QAT,Qatar,Middle East & North Africa,High income,Not classified
1831,2019,5.8,SH.STA.SUIC.P5,QAT,Qatar,Middle East & North Africa,High income,Not classified
1832,2015,11.5,SH.STA.SUIC.P5,ROU,Romania,Europe & Central Asia,High income,IBRD
1833,2016,10.2,SH.STA.SUIC.P5,ROU,Romania,Europe & Central Asia,High income,IBRD
1834,2017,10.1,SH.STA.SUIC.P5,ROU,Romania,Europe & Central Asia,High income,IBRD
1835,2018,10.2,SH.STA.SUIC.P5,ROU,Romania,Europe & Central Asia,High income,IBRD
1836,2019,9.7,SH.STA.SUIC.P5,ROU,Romania,Europe & Central Asia,High income,IBRD
1837,2015,32.0,SH.STA.SUIC.P5,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
1838,2016,31.0,SH.STA.SUIC.P5,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
1839,2017,28.2,SH.STA.SUIC.P5,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
1840,2018,27.1,SH.STA.SUIC.P5,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
1841,2019,25.1,SH.STA.SUIC.P5,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
1842,2015,5.7,SH.STA.SUIC.P5,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
1843,2016,5.7,SH.STA.SUIC.P5,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
1844,2017,5.6,SH.STA.SUIC.P5,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
1845,2018,5.6,SH.STA.SUIC.P5,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
1846,2019,5.6,SH.STA.SUIC.P5,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
1847,2015,12.7,SH.STA.SUIC.P5,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
1848,2016,12.8,SH.STA.SUIC.P5,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
1849,2017,12.6,SH.STA.SUIC.P5,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
1850,2018,12.6,SH.STA.SUIC.P5,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
1851,2019,12.6,SH.STA.SUIC.P5,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
1852,2015,1.5,SH.STA.SUIC.P5,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
1853,2016,1.5,SH.STA.SUIC.P5,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
1854,2017,1.5,SH.STA.SUIC.P5,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
1855,2018,1.5,SH.STA.SUIC.P5,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
1856,2019,1.5,SH.STA.SUIC.P5,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
1857,2015,6.3,SH.STA.SUIC.P5,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
1858,2016,6.3,SH.STA.SUIC.P5,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
1859,2017,6.2,SH.STA.SUIC.P5,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
1860,2018,6.1,SH.STA.SUIC.P5,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
1861,2019,6.0,SH.STA.SUIC.P5,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
